1975,0.369951371,0.0599,0.036052536,0.091,0.0677
1976,0.23830999,0.0497,0.159845607,0.058,0.0818
1977,-0.069797041,0.051275,0.012899606,0.065,0.1465
1978,0.065092839,0.069325,-0.007775807,0.076,0.1572
1979,0.185194902,0.099375,0.006707203,0.113,0.1374
1980,0.317352455,0.1122,-0.029897443,0.135,0.0740
1981,-0.047023902,0.143,0.081992153,0.103,0.0510
1982,0.204190551,0.1101,0.328145495,0.062,0.0056
1983,0.223371559,0.084475,0.032002094,0.032,0.0475
1984,0.06146142,0.096125,0.137333643,0.043,0.0468
1985,0.312351495,0.074875,0.257124882,0.036,0.0747
1986,0.184945788,0.06035,0.242842151,0.019,0.0961
1987,0.058127216,0.057225,-0.049605089,0.036,0.0788
1988,0.165371928,0.0645,0.082235958,0.041,0.0721
1989,0.314751836,0.0811,0.176936472,0.048,0.0438
1990,-0.030644516,0.0755,0.062353753,0.054,-0.0069
1991,0.302348431,0.0561,0.1500451,0.042,-0.0016
1992,0.07493728,0.03405,0.093616373,0.030,0.0082
1993,0.099670515,0.029825,0.142109576,0.030,0.0216
1994,0.013259207,0.03985,-0.080366556,0.026,0.0251
1995,0.371951989,0.05515,0.234807801,0.028,0.0180
1996,0.22680966,0.050225,0.014286078,0.030,0.0242
1997,0.331036531,0.050525,0.099391303,0.023,0.0402
1998,0.283379533,0.047275,0.149214319,0.016,0.0645
1999,0.20885351,0.0451,-0.082542148,0.022,0.0768
2000,-0.09031819,0.057625,0.166552671,0.034,0.0928
2001,-0.118497591,0.036725,0.055721812,0.028,0.0667
2002,-0.21966048,0.016575,0.151164004,0.016,0.0956
2003,0.283558001,0.0103,0.003753186,0.023,0.0982
2004,0.107427759,0.012275,0.044906837,0.027,0.1364
2005,0.048344775,0.0301,0.02867533,0.034,0.1351
2006,0.15612558,0.046775,0.019610012,0.032,0.0173
2007,0.054847352,0.046425,0.102099219,0.028,-0.0540
2008,-0.365523441,0.01585,0.201012799,0.038,-0.12
2009,0.259352339,0.00135,-0.111166953,-0.004,-0.0385
2010,0.148210923,0.0013,0.084629339,0.016,-0.0412
2011,0.020983747,0.0003,0.16035335,0.032,-0.0388
2012,0.158905852,0.0005,0.02971572,0.021,0.0644
2013,0.321450859,0.00066,-0.091045688,0.015,0.1072
2014,0.135244216,0.00053,0.107461805,0.016,0.0451
2015,0.013599495,0.0021,0.012842997,0.001,0.0521
2016,0.117403004,0.0051,0.006905505,0.013,0.0531
2017,0.2164,0.0139,0.0280,0.021,0.0621
2018,-0.0423,0.0237,0.0007,0.024,0.0453
2019,0.3321,0.0155,0.0964,0.018,0.0369
2020,0.1801,0.0009,0.1133,0.012,0.1035
2021,0.2847,0.0006,-0.0442,0.047,0.1891
2022,-0.1801,0.0442,-0.1783,0.080,0.0730
